T,Alt,FAlt,FVeloc,LDA,LowV,Apogee,N-O,Drogue,Main,AUX
2.15,857.00,746.76,551.21,0,0,0,0,0,0,0
2.20,861.00,769.61,456.97,0,0,0,0,0,0,0
2.25,867.00,789.08,389.58,0,0,0,0,0,0,0
2.30,921.00,815.47,527.66,0,0,0,0,0,0,0
2.35,978.00,847.97,650.13,0,0,0,0,0,0,0
2.40,959.00,870.18,444.10,0,0,0,0,0,0,0
2.45,988.00,893.74,471.28,0,0,0,0,0,0,0
2.50,1017.00,918.39,493.03,0,0,0,0,0,0,0
2.55,1037.00,942.12,474.42,0,0,0,0,0,0,0
2.60,1058.00,965.29,463.54,0,0,0,0,0,0,0
2.65,1080.00,988.23,458.83,0,0,0,0,0,0,0
2.70,1113.00,1013.19,499.06,0,0,0,0,0,0,0
2.75,1113.00,1033.15,399.25,0,0,0,0,0,0,0
2.80,1155.00,1057.52,487.40,0,0,0,0,0,0,0
2.85,1176.00,1081.22,473.92,0,0,0,0,0,0,0
2.90,1201.00,1105.17,479.14,0,0,0,0,0,0,0
2.95,1222.00,1128.54,467.31,0,0,0,0,0,0,0
3.00,1232.00,1149.23,413.85,0,0,0,0,0,0,0
3.05,1276.00,1174.58,507.08,0,0,0,0,0,0,0
3.10,1295.00,1198.67,481.66,0,0,0,0,0,0,0
3.15,1310.00,1220.93,445.33,0,0,0,0,0,0,0
3.20,1321.00,1240.95,400.26,0,0,0,0,0,0,0
3.25,1366.00,1265.96,500.21,0,0,0,0,0,0,0
3.30,1373.00,1287.37,428.17,0,0,0,0,0,0,0
3.35,1431.00,1316.09,574.54,0,0,0,0,0,0,0
3.40,1430.00,1338.87,455.63,0,0,0,0,0,0,0
3.45,1485.00,1368.10,584.50,0,0,0,0,0,0,0
3.50,1472.00,1388.88,415.60,0,0,0,0,0,0,0
3.55,1513.00,1413.70,496.48,0,0,0,0,0,0,0
3.60,1532.00,1437.36,473.19,0,0,0,0,0,0,0
3.65,1555.00,1460.89,470.55,0,0,0,0,0,0,0
3.70,1571.00,1482.91,440.44,0,0,0,0,0,0,0
3.75,1605.00,1507.33,488.35,0,0,0,0,0,0,0
3.80,1634.00,1532.66,506.68,0,0,0,0,0,0,0
3.85,1634.00,1552.93,405.34,0,0,0,0,0,0,0
3.90,1687.00,1579.74,536.28,0,0,0,0,0,0,0
3.95,1706.00,1605.00,505.02,0,0,0,0,0,0,0
4.00,1738.00,1631.60,532.02,0,0,0,0,0,0,0
4.05,1749.00,1655.08,469.61,0,0,0,0,0,0,0
4.10,1735.00,1671.06,319.69,0,0,0,0,0,0,0
4.15,1783.00,1693.45,447.75,0,0,0,0,0,0,0
4.20,1837.00,1722.16,574.20,0,0,0,0,0,0,0
4.25,1809.00,1739.53,347.36,0,0,0,0,0,0,0
4.30,1842.00,1760.02,409.89,0,0,0,0,0,0,0
4.35,1889.00,1785.82,515.91,0,0,0,0,0,0,0
4.40,1876.00,1803.85,360.73,0,0,0,0,0,0,0
4.45,1876.00,1818.28,288.58,0,0,0,0,0,0,0
4.50,1936.00,1841.83,470.87,0,0,0,0,0,0,0
4.55,1951.00,1863.66,436.69,0,0,0,0,0,0,0
4.60,1943.00,1879.53,317.35,0,0,0,0,0,0,0
4.65,1978.00,1899.22,393.88,0,0,0,0,0,0,0
4.70,1985.00,1916.38,343.11,0,0,0,0,0,0,0
4.75,2023.00,1937.70,426.48,0,0,0,0,0,0,0
4.80,2041.00,1958.36,413.19,0,0,0,0,0,0,0
4.85,2054.00,1977.49,382.55,0,0,0,0,0,0,0
4.90,2071.00,1996.19,374.04,0,0,0,0,0,0,0
4.95,2117.00,2020.35,483.23,0,0,0,0,0,0,0
5.00,2153.00,2046.88,530.59,0,0,0,0,0,0,0
5.05,2111.00,2059.71,256.47,0,0,0,0,0,0,0
5.10,2119.00,2071.56,237.17,0,0,0,0,0,0,0
5.15,2187.00,2094.65,461.74,0,0,0,0,0,0,0
5.20,2174.00,2110.52,317.39,0,0,0,0,0,0,0
5.25,2187.00,2125.82,305.91,0,0,0,0,0,0,0
5.30,2229.00,2146.45,412.73,0,0,0,0,0,0,0
5.35,2231.00,2163.36,338.18,0,0,0,0,0,0,0
5.40,2269.00,2184.49,422.55,0,0,0,0,0,0,0
5.45,2291.00,2205.79,426.04,0,0,0,0,0,0,0
5.50,2298.00,2224.23,368.83,0,0,0,0,0,0,0
5.55,2333.00,2245.99,435.06,0,0,0,0,0,0,0
5.60,2345.00,2265.79,396.05,0,0,0,0,0,0,0
5.65,2389.00,2290.43,492.84,0,0,0,0,0,0,0
5.70,2389.00,2310.15,394.27,0,0,0,0,0,0,0
5.75,2395.00,2327.12,339.42,0,0,0,0,0,0,0
5.80,2439.00,2349.49,447.53,0,0,0,0,0,0,0
5.85,2433.00,2366.19,334.03,0,0,0,0,0,0,0
5.90,2444.00,2381.76,311.22,0,0,0,0,0,0,0
5.95,2457.00,2396.80,300.98,0,0,0,0,0,0,0
6.00,2459.00,2409.24,248.78,0,0,0,0,0,0,0
6.05,2511.00,2429.59,407.03,0,0,0,0,0,0,0
6.10,2520.00,2447.68,361.62,0,0,0,0,0,0,0
6.15,2549.00,2467.94,405.30,0,0,0,0,0,0,0
6.20,2576.00,2489.55,432.24,0,0,0,0,0,0,0
6.25,2566.00,2504.84,305.79,0,0,0,0,0,0,0
6.30,2571.00,2518.07,264.63,0,0,0,0,0,0,0
6.35,2606.00,2535.66,351.70,0,0,0,0,0,0,0
6.40,2601.00,2548.73,261.36,0,0,0,0,0,0,0
6.45,2655.00,2569.98,425.09,0,0,0,0,0,0,0
6.50,2647.00,2585.39,308.07,0,0,0,0,0,0,0
6.55,2705.00,2609.31,478.46,0,0,0,0,0,0,0
6.60,2700.00,2627.45,362.77,0,0,0,0,0,0,0
6.65,2715.00,2644.96,350.21,0,0,0,0,0,0,0
6.70,2745.00,2664.97,400.17,0,0,0,0,0,0,0
6.75,2756.00,2683.17,364.14,0,0,0,0,0,0,0
6.80,2752.00,2696.94,275.31,0,0,0,0,0,0,0
6.85,2779.00,2713.35,328.25,0,0,0,0,0,0,0
6.90,2803.00,2731.28,358.60,0,0,0,0,0,0,0
6.95,2818.00,2748.62,346.88,0,0,0,0,0,0,0
7.00,2832.00,2765.30,333.50,0,0,0,0,0,0,0
7.05,2848.00,2781.84,330.80,0,0,0,0,0,0,0
7.10,2847.00,2794.87,260.64,0,0,0,0,0,0,0
7.15,2867.00,2809.30,288.52,0,0,0,0,0,0,0
7.20,2855.00,2818.44,182.81,0,0,0,0,0,0,0
7.25,2863.00,2827.35,178.25,0,0,0,0,0,0,0
7.30,2918.00,2845.48,362.60,0,0,0,0,0,0,0
7.35,2947.00,2865.78,406.08,0,0,0,0,0,0,0
7.40,2951.00,2882.83,340.86,0,0,0,0,0,0,0
7.45,2936.00,2893.46,212.69,0,0,0,0,0,0,0
7.50,2958.00,2906.37,258.15,0,0,0,0,0,0,0
7.55,3004.00,2925.90,390.52,0,0,0,0,0,0,0
7.60,2987.00,2938.12,244.42,0,0,0,0,0,0,0
7.65,3004.00,2951.29,263.54,0,0,0,0,0,0,0
7.70,3018.00,2964.63,266.83,0,0,0,0,0,0,0
7.75,3056.00,2982.91,365.46,0,0,0,0,0,0,0
7.80,3062.00,2998.73,316.37,0,0,0,0,0,0,0
7.85,3076.00,3014.18,309.10,0,0,0,0,0,0,0
7.90,3083.00,3027.94,275.28,0,0,0,0,0,0,0
7.95,3101.00,3042.56,292.22,0,0,0,0,0,0,0
8.00,3110.00,3056.04,269.78,0,0,0,0,0,0,0
8.05,3180.00,3080.84,495.82,0,0,0,0,0,0,0
8.10,3156.00,3095.87,300.66,0,0,0,0,0,0,0
8.15,3188.00,3114.29,368.53,0,0,0,0,0,0,0
8.20,3213.00,3134.04,394.82,0,0,0,0,0,0,0
8.25,3164.00,3140.03,119.86,0,0,0,0,0,0,0
8.30,3214.00,3154.82,295.88,0,0,0,0,0,0,0
8.35,3268.00,3177.46,452.71,0,0,0,0,0,0,0
8.40,3226.00,3187.17,194.17,0,0,0,0,0,0,0
8.45,3255.00,3200.73,271.33,0,0,0,0,0,0,0
8.50,3230.00,3206.59,117.07,0,0,0,0,0,0,0
8.55,3249.00,3215.07,169.65,0,0,0,0,0,0,0
8.60,3299.00,3231.86,335.72,0,0,0,0,0,0,0
8.65,3285.00,3242.48,212.58,0,0,0,0,0,0,0
8.70,3318.00,3257.59,302.06,0,0,0,0,0,0,0
8.75,3338.00,3273.67,321.65,0,0,0,0,0,0,0
8.80,3332.00,3285.34,233.32,0,0,0,0,0,0,0
8.85,3317.00,3291.67,126.66,0,0,0,0,0,0,0
8.90,3398.00,3312.94,425.33,0,0,0,0,0,0,0
8.95,3370.00,3324.35,228.26,0,0,0,0,0,0,0
9.00,3372.00,3333.88,190.61,0,0,0,0,0,0,0
9.05,3436.00,3354.30,408.49,0,0,0,0,0,0,0
9.10,3402.00,3363.84,190.79,0,0,0,0,0,0,0
9.15,3430.00,3377.07,264.63,0,0,0,0,0,0,0
9.20,3394.00,3380.46,67.71,0,0,0,0,0,0,0
9.25,3438.00,3391.97,230.17,0,0,0,0,0,0,0
9.30,3448.00,3403.17,224.13,0,0,0,0,0,0,0
9.35,3466.00,3415.74,251.30,0,0,0,0,0,0,0
9.40,3471.00,3426.79,221.04,0,0,0,0,0,0,0
9.45,3481.00,3437.63,216.84,0,0,0,0,0,0,0
9.50,3476.00,3445.31,153.47,0,0,0,0,0,0,0
9.55,3471.00,3450.45,102.77,0,0,0,0,0,0,0
9.60,3504.00,3461.16,214.22,0,0,0,0,0,0,0
9.65,3528.00,3474.52,267.38,0,0,0,0,0,0,0
9.70,3525.00,3484.62,201.90,0,0,0,0,0,0,0
9.75,3564.00,3500.50,317.52,0,0,0,0,0,0,0
9.80,3543.00,3509.00,170.01,0,0,0,0,0,0,0
9.85,3570.00,3521.20,244.01,0,0,0,0,0,0,0
9.90,3619.00,3540.76,391.21,0,0,0,0,0,0,0
9.95,3599.00,3552.41,232.97,0,0,0,0,0,0,0
10.00,3608.00,3563.52,222.37,0,0,0,0,0,0,0
10.05,3611.00,3573.02,189.90,0,0,0,0,0,0,0
10.10,3620.00,3582.42,187.92,0,0,0,0,0,0,0
10.15,3645.00,3594.93,250.34,0,0,0,0,0,0,0
10.20,3638.00,3603.55,172.27,0,0,0,0,0,0,0
10.25,3656.00,3614.04,209.81,0,0,0,0,0,0,0
10.30,3671.00,3625.43,227.85,0,0,0,0,0,0,0
10.35,3662.00,3632.74,146.28,0,0,0,0,0,0,0
10.40,3703.00,3646.79,281.03,0,0,0,0,0,0,0
10.45,3681.00,3653.64,136.82,0,0,0,0,0,0,0
10.50,3692.00,3661.31,153.46,0,0,0,0,0,0,0
10.55,3691.00,3667.25,118.76,0,0,0,0,0,0,0
10.60,3716.00,3677.00,195.01,0,0,0,0,0,0,0
10.65,3740.00,3689.60,252.01,0,0,0,0,0,0,0
10.70,3715.00,3694.68,101.61,0,0,0,0,0,0,0
10.75,3736.00,3702.94,165.29,0,0,0,0,0,0,0
10.80,3737.00,3709.75,136.23,0,0,0,0,0,0,0
10.85,3793.00,3726.40,332.98,0,0,0,0,0,0,0
10.90,3783.00,3737.72,226.39,0,0,0,0,0,0,0
10.95,3799.00,3749.98,245.11,0,0,0,0,0,0,0
11.00,3769.00,3753.78,76.09,0,0,0,0,0,0,0
11.05,3802.00,3763.43,192.87,0,0,0,0,0,0,0
11.10,3804.00,3771.54,162.29,0,0,0,0,0,0,0
11.15,3806.00,3778.43,137.84,0,0,0,0,0,0,0
11.20,3838.00,3790.35,238.27,0,0,0,0,0,0,0
11.25,3875.00,3807.28,338.61,0,0,0,0,0,0,0
11.30,3825.00,3810.82,70.89,0,0,0,0,0,0,0
11.35,3824.00,3813.46,52.71,0,0,0,0,0,0,0
11.40,3849.00,3820.57,142.17,0,0,0,0,0,0,0
11.45,3838.00,3824.05,69.74,0,0,0,0,0,0,0
11.50,3858.00,3830.84,135.79,0,0,0,0,0,0,0
11.55,3853.00,3835.27,88.63,0,0,0,0,0,0,0
11.60,3861.00,3840.42,102.91,0,0,0,0,0,0,0
11.65,3890.00,3850.34,198.33,0,0,0,0,0,0,0
11.70,3919.00,3864.07,274.66,0,0,0,0,0,0,0
11.75,3915.00,3874.25,203.73,0,0,0,0,0,0,0
11.80,3945.00,3888.40,282.98,0,0,0,0,0,0,0
11.85,3938.00,3898.32,198.38,0,0,0,0,0,0,0
11.90,3939.00,3906.46,162.71,0,0,0,0,0,0,0
11.95,3936.00,3912.37,118.16,0,0,0,0,0,0,0
12.00,3929.00,3915.69,66.53,0,0,0,0,0,0,0
12.05,3944.00,3921.35,113.23,0,0,0,0,0,0,0
12.10,3978.00,3932.68,226.58,0,0,0,0,0,0,0
12.15,3965.00,3939.15,129.26,0,0,0,0,0,0,0
12.20,3990.00,3949.32,203.41,0,0,0,0,0,0,0
12.25,3973.00,3954.05,94.73,0,0,0,0,0,0,0
12.30,3991.00,3961.44,147.78,0,0,0,0,0,0,0
12.35,3985.00,3966.15,94.23,0,0,0,0,0,0,0
12.40,4002.00,3973.32,143.38,0,0,0,0,0,0,0
12.45,3999.00,3978.46,102.71,0,0,0,0,0,0,0
12.50,4009.00,3984.57,122.16,0,0,0,0,0,0,0
12.55,4043.00,3996.25,233.73,0,0,0,0,0,0,0
12.60,4026.00,4002.20,118.98,0,0,0,0,0,0,0
12.65,4019.00,4005.56,67.19,0,0,0,0,0,0,0
12.70,4038.00,4012.05,129.75,0,0,0,0,0,0,0
12.75,4014.00,4012.44,7.80,0,0,0,0,0,0,0
12.80,4042.00,4018.35,118.24,0,0,0,0,0,0,0
12.85,4073.00,4029.28,218.59,0,0,0,0,0,0,0
12.90,4067.00,4036.83,150.87,0,0,0,0,0,0,0
12.95,4066.00,4042.66,116.70,0,0,0,0,0,0,0
13.00,4098.00,4053.73,221.36,0,0,0,0,0,0,0
13.05,4040.00,4050.98,-54.91,0,0,0,0,0,0,0
13.10,4088.00,4058.39,148.07,0,0,0,0,0,0,0
13.15,4080.00,4062.71,86.46,0,0,0,0,0,0,0
13.20,4060.00,4062.17,-10.83,0,0,0,0,0,0,0
13.25,4092.00,4068.13,119.33,0,0,0,0,0,0,0
13.30,4102.00,4074.91,135.46,0,0,0,0,0,0,0
13.35,4081.00,4076.13,24.37,0,0,0,0,0,0,0
13.40,4123.00,4085.50,187.50,0,0,0,0,0,0,0
13.45,4104.00,4089.20,74.00,0,0,0,0,0,0,0
13.50,4099.00,4091.16,39.20,0,0,0,0,0,0,0
13.55,4120.00,4096.93,115.36,0,0,0,0,0,0,0
13.60,4100.00,4097.54,12.29,0,0,0,0,0,0,0
13.65,4109.00,4099.83,45.83,0,0,0,0,0,0,0
13.70,4161.00,4112.07,244.67,0,0,0,0,0,0,0
13.75,4133.00,4116.25,83.73,0,0,0,0,0,0,0
13.80,4149.00,4122.80,130.99,0,0,0,0,0,0,0
13.85,4157.00,4129.64,136.79,0,0,0,0,0,0,0
13.90,4179.00,4139.51,197.43,0,0,0,0,0,0,0
13.95,4160.00,4143.61,81.94,0,0,0,0,0,0,0
14.00,4150.00,4144.89,25.56,0,0,0,0,0,0,0
14.05,4193.00,4154.51,192.44,0,0,0,0,0,0,0
14.10,4188.00,4161.21,133.96,0,0,0,0,0,0,0
14.15,4180.00,4164.97,75.17,0,0,0,0,0,0,0
14.20,4194.00,4170.77,116.13,0,0,0,0,0,0,0
14.25,4233.00,4183.22,248.91,0,0,0,0,0,0,0
14.30,4169.00,4180.38,-56.88,0,0,0,0,0,0,0
14.35,4184.00,4181.10,14.50,0,0,0,0,0,0,0
14.40,4202.00,4185.28,83.59,0,0,0,0,0,0,0
14.45,4190.00,4186.22,18.88,0,0,0,0,0,0,0
14.50,4173.00,4183.58,-52.90,0,0,0,0,0,0,0
14.55,4177.00,4182.26,-26.32,0,0,0,0,0,0,0
14.60,4191.00,4184.01,34.95,0,0,0,0,0,0,0
14.65,4199.00,4187.01,59.96,0,0,0,0,0,0,0
14.70,4215.00,4192.61,111.96,0,0,0,0,0,0,0
14.75,4209.00,4195.89,65.58,0,0,0,0,0,0,0
14.80,4215.00,4199.71,76.46,0,0,0,0,0,0,0
14.85,4172.00,4194.17,-110.83,0,0,0,0,0,0,0
14.90,4195.00,4194.33,3.33,0,0,0,0,0,0,0
14.95,4224.00,4200.27,118.66,0,0,0,0,0,0,0
15.00,4208.00,4201.81,30.94,0,0,0,0,0,0,0
15.05,4248.00,4211.05,184.75,0,0,0,0,0,0,0
15.10,4228.00,4214.44,67.79,0,0,0,0,0,0,0
15.15,4209.00,4213.35,-21.76,0,0,0,0,0,0,0
15.20,4209.00,4212.48,-17.41,0,0,0,0,0,0,0
15.25,4234.00,4216.79,86.07,0,0,0,0,0,0,0
15.30,4212.00,4215.83,-19.14,0,0,0,0,0,0,0
15.35,4237.00,4220.06,84.69,0,0,0,0,0,0,0
15.40,4248.00,4225.65,111.75,0,0,0,0,0,0,0
15.45,4237.00,4227.92,45.40,0,0,0,0,0,0,0
15.50,4212.00,4224.74,-63.68,0,0,0,0,0,0,0
15.55,4226.00,4224.99,5.06,0,0,0,0,0,0,0
15.60,4216.00,4223.19,-35.96,0,0,0,0,0,0,0
15.65,4238.00,4226.15,59.24,0,0,0,0,0,0,0
15.70,4226.00,4226.12,-0.62,0,0,0,0,0,0,0
15.75,4238.00,4228.50,47.51,0,0,0,0,0,0,0
15.80,4231.00,4229.00,10.01,0,0,0,0,0,0,0
15.85,4260.00,4235.20,124.00,0,0,0,0,0,0,0
15.90,4251.00,4238.36,63.20,0,0,0,0,0,0,0
15.95,4238.00,4238.29,-1.44,0,0,0,0,0,0,0
16.00,4256.00,4241.83,70.85,0,0,0,0,0,0,0
16.05,4207.00,4234.86,-139.32,0,0,0,0,0,0,0
16.10,4207.00,4229.29,-111.46,0,0,0,0,0,0,0
16.15,4279.00,4239.23,198.84,0,0,4279,0,0,0,0
16.20,4247.00,4240.79,31.06,0,0,0,0,0,0,0
16.25,4252.00,4243.03,44.85,0,0,0,0,0,0,0
16.30,4242.00,4242.82,-4.11,0,0,0,0,0,0,0
16.35,4216.00,4237.46,-107.29,0,0,0,0,0,0,0
16.40,4003.00,4190.57,-937.83,0,0,0,0,0,0,0
16.45,4180.00,4188.45,-42.27,0,0,0,0,0,0,0
16.50,4240.00,4198.76,206.18,0,0,0,0,0,0,0
16.55,4212.00,4201.41,52.95,0,0,0,0,0,0,0
16.60,4232.00,4207.53,122.36,0,0,0,0,0,0,0
16.65,4251.00,4216.22,173.89,0,0,0,0,0,0,0
16.70,4248.00,4222.58,127.11,0,0,0,0,0,0,0
16.75,4261.00,4230.26,153.69,0,0,0,0,0,0,0
16.80,4226.00,4229.41,-17.05,0,0,0,0,0,0,0
16.85,4268.00,4237.13,154.36,0,0,0,0,0,0,0
16.90,4252.00,4240.10,59.49,0,0,0,0,0,0,0
16.95,4256.00,4243.28,63.59,0,0,0,0,0,0,0
17.00,4270.00,4248.63,106.87,0,0,0,0,0,0,0
17.05,4238.00,4246.50,-42.50,0,0,0,0,0,0,0
17.10,4233.00,4243.80,-54.00,0,0,0,0,0,0,0
17.15,4242.00,4243.44,-7.21,0,0,0,0,0,0,0
17.20,4260.00,4246.75,66.24,0,0,0,0,0,0,0
17.25,4214.00,4240.20,-131.01,0,0,0,0,0,0,0
17.30,4249.00,4241.96,35.20,0,0,0,0,0,0,0
17.35,4239.00,4241.37,-11.85,0,0,0,0,0,0,0
17.40,4214.00,4235.90,-109.48,0,0,0,4214,0,0,0
17.90,4212.00,4231.12,-9.56,0,0,0,0,0,0,0
18.40,4225.00,4229.89,-2.45,0,0,0,0,4225,0,0
18.90,4233.00,4230.51,1.24,0,0,0,0,0,0,0
19.40,4133.00,4211.01,-39.01,0,0,0,0,0,0,0
19.90,4106.00,4190.01,-42.00,0,0,0,0,0,0,0
20.40,4081.00,4168.21,-43.60,0,0,0,0,0,0,0
20.90,4043.00,4143.17,-50.08,0,0,0,0,0,0,0
21.40,4027.00,4119.93,-46.47,0,0,0,0,0,0,0
21.90,3996.00,4095.15,-49.57,0,0,0,0,0,0,0
22.40,3903.00,4056.72,-76.86,0,0,0,0,0,0,0
22.90,3937.00,4032.77,-47.89,0,0,0,0,0,0,0
23.40,3865.00,3999.22,-67.11,0,0,0,0,0,0,0
23.90,3796.00,3958.57,-81.29,0,0,0,0,0,0,0
24.40,3839.00,3934.66,-47.83,0,0,0,0,0,0,0
24.90,3731.00,3893.93,-81.46,0,0,0,0,0,0,0
25.40,3635.00,3842.14,-103.57,0,0,0,0,0,0,0
25.90,3640.00,3801.71,-80.86,0,0,0,0,0,0,0
26.40,3567.00,3754.77,-93.89,0,0,0,0,0,0,0
26.90,3582.00,3720.22,-69.11,0,0,0,0,0,0,0
27.40,3570.00,3690.17,-60.09,0,0,0,0,0,0,0
27.90,3496.00,3651.34,-77.67,0,0,0,0,0,0,0
28.40,3428.00,3606.67,-89.34,0,0,0,0,0,0,0
28.90,3428.00,3570.94,-71.47,0,0,0,0,0,0,0
29.40,3340.00,3524.75,-92.37,0,0,0,0,0,0,0
29.90,3330.00,3485.80,-77.90,0,0,0,0,0,0,0
30.40,3261.00,3440.84,-89.92,0,0,0,0,0,0,0
30.90,3225.00,3397.67,-86.34,0,0,0,0,0,0,0
31.40,3190.00,3356.14,-83.07,0,0,0,0,0,0,0
31.90,3146.00,3314.11,-84.05,0,0,0,0,0,0,0
32.40,3065.00,3264.29,-99.64,0,0,0,0,0,0,0
32.90,3070.00,3225.43,-77.72,0,0,0,0,0,0,0
33.40,3001.00,3180.54,-89.77,0,0,0,0,0,0,0
33.90,2977.00,3139.84,-81.42,0,0,0,0,0,0,0
34.40,2898.00,3091.47,-96.73,0,0,0,0,0,0,0
34.90,2877.00,3048.57,-85.79,0,0,0,0,0,0,0
35.40,2823.00,3003.46,-90.23,0,0,0,0,0,0,0
35.90,2839.00,2970.57,-65.78,0,0,0,0,0,0,0
36.40,2748.00,2926.05,-89.03,0,0,0,0,0,0,0
36.90,2730.00,2886.84,-78.42,0,0,0,0,0,0,0
37.40,2696.00,2848.67,-76.34,0,0,0,0,0,0,0
37.90,2663.00,2811.54,-74.27,0,0,0,0,0,0,0
38.40,2602.00,2769.63,-83.82,0,0,0,0,0,0,0
38.90,2586.00,2732.91,-73.45,0,0,0,0,0,0,0
39.40,2523.00,2690.92,-83.96,0,0,0,0,0,0,0
39.90,2525.00,2657.74,-66.37,0,0,0,0,0,0,0
40.40,2411.00,2608.39,-98.70,0,0,0,0,0,0,0
40.90,2362.00,2559.11,-98.56,0,0,0,0,0,0,0
41.40,2387.00,2524.69,-68.85,0,0,0,0,0,0,0
41.90,2317.00,2483.15,-83.08,0,0,0,0,0,0,0
42.40,2246.00,2435.72,-94.86,0,0,0,0,0,0,0
42.90,2204.00,2389.38,-92.69,0,0,0,0,0,0,0
43.40,2206.00,2352.70,-73.35,0,0,0,0,0,0,0
43.90,2157.00,2313.56,-78.28,0,0,0,0,0,0,0
44.40,2089.00,2268.65,-89.82,0,0,0,0,0,0,0
44.90,2052.00,2225.32,-86.66,0,0,0,0,0,0,0
45.40,2010.00,2182.26,-86.13,0,0,0,0,0,0,0
45.90,1952.00,2136.20,-92.10,0,0,0,0,0,0,0
46.40,1905.00,2089.96,-92.48,0,0,0,0,0,0,0
46.90,1873.00,2046.57,-86.79,0,0,0,0,0,0,0
47.40,1840.00,2005.26,-82.63,0,0,0,0,0,0,0
47.90,1745.00,1953.21,-104.10,0,0,0,0,0,0,0
48.40,1709.00,1904.36,-97.68,0,0,0,0,0,0,0
48.90,1692.00,1861.89,-84.95,0,0,0,0,0,0,0
49.40,1660.00,1821.51,-80.76,0,0,0,0,0,0,0
49.90,1576.00,1772.41,-98.21,0,0,0,0,0,0,0
50.40,1534.00,1724.73,-95.36,0,0,0,0,0,0,0
50.90,1492.00,1678.18,-93.09,0,0,0,0,0,0,0
51.40,1426.00,1627.75,-100.87,0,0,0,0,0,0,0
51.90,1401.00,1582.40,-90.70,0,0,0,0,0,0,0
52.40,1343.00,1534.52,-95.76,0,0,0,0,0,0,0
52.90,1314.00,1490.41,-88.21,0,0,0,0,0,0,0
53.40,1254.00,1443.13,-94.57,0,0,0,0,0,0,0
53.90,1213.00,1397.10,-92.05,0,0,0,0,0,0,0
54.40,1116.00,1340.88,-112.44,0,0,0,0,0,0,0
54.90,1125.00,1297.71,-86.35,0,0,0,0,0,0,0
55.40,1057.00,1249.57,-96.28,0,0,0,0,0,0,0
55.90,999.00,1199.45,-100.23,0,0,0,0,0,0,0
56.40,949.00,1149.36,-100.18,0,0,0,0,0,0,0
56.90,877.00,1094.89,-108.94,0,0,0,0,0,0,0
57.40,858.00,1047.51,-94.76,0,0,0,0,0,0,0
57.90,784.00,994.81,-105.40,0,0,0,0,0,0,0
58.40,724.00,940.65,-108.32,0,0,0,0,0,0,0
58.90,721.00,896.72,-87.86,0,0,0,0,0,0,0
59.40,698.00,856.97,-79.49,0,0,0,0,0,698,0
59.90,607.00,806.98,-99.99,0,0,0,0,0,0,0
60.40,569.00,759.38,-95.19,0,0,0,0,0,0,0
60.90,524.00,712.31,-94.15,0,0,0,0,0,0,0
